Transaction_ID,Customer_ID,Transaction_Date,Product_Clean,Sum of Quantity,Sum of Price,Transaction_Type,Transaction_Status,Record_Status
T71186,C3347,2023-13-01,Tablet,6,808.1653,Normal Transaction,"",Valid
T71185,C1032,2021-07-19,Coffee Machine,421,-708.8366,Negative Transaction,Completed,Valid
T71184,"",2022-10-28,Headphones,323,-288.9078,Negative Transaction,Completed,Valid
T71183,"",2023-05-13,Coffee Machine,808,-697.9116,Negative Transaction,Completed,Valid
T71182,"","",Laptop,-2,,Unknown,Completed,Valid
T71181,C3003,2023-09-12,Tablet,10,457.6494,Normal Transaction,"",Valid
T7118,C1972,2023-13-01,Smartphone,-2,,Unknown,Complete,Valid
T71178,C2424,2023-13-01,Tablet,501,-684.9634,Negative Transaction,Completed,Valid
T71177,C254,2025-02-30,Headphones,-6,,Unknown,Pending,Valid
T71176,C3787,2025-02-30,Headphones,-7,,Unknown,Failed,Valid
T71175,C4173,2025-02-30,Tablet,-9,-379.6306,Negative Transaction,Pending,Valid
T71174,C1631,2021-09-17,Smartphone,557,415.467,Normal Transaction,Failed,Valid
T71173,"",2021-04-09,Smartphone,977,-211.6898,Negative Transaction,Failed,Valid
T71172,C1366,2025-02-30,Laptop,620,,Unknown,Failed,Valid
T71171,C1953,2025-02-30,Headphones,9,316.5369,Normal Transaction,Completed,Valid
T71170,C3401,2023-13-01,Tablet,1,279.303,Normal Transaction,Completed,Valid
T7117,C2014,2025-02-30,Headphones,9,443.1314,Normal Transaction,Completed,Valid
T71169,C4593,2020-06-25,Headphones,1,-522.8175,Negative Transaction,Failed,Valid
T71168,C2830,2025-02-30,Headphones,2,,Unknown,Complete,Valid
T71167,C1055,2023-13-01,Tablet,8,-644.15,Negative Transaction,"",Valid
T71166,C1560,2023-13-01,Tablet,973,-920.6502,Negative Transaction,Completed,Valid
T71165,C1075,2023-13-01,Coffee Machine,-8,,Unknown,Failed,Valid
T71164,C1412,2025-02-30,Laptop,8,120.2759,Normal Transaction,Completed,Valid
T71163,C1771,"",Smartphone,,-345.2014,Unknown,Failed,Missing Quantity
T71162,C2216,2020-05-27,Laptop,839,-691.9356,Negative Transaction,"",Valid
T71161,C4541,2025-02-30,Coffee Machine,2,581.3874,Normal Transaction,Failed,Valid
T71160,C025,2024-10-23,Laptop,565,283.4749,Normal Transaction,Complete,Valid
T7116,C2269,2021-03-04,Laptop,-3,123.6813,Negative Transaction,Completed,Valid
T71159,C610,2025-02-30,Coffee Machine,4,,Unknown,Completed,Valid
T71158,C854,2025-02-30,Laptop,-6,,Unknown,Completed,Valid
T71157,C450,2023-13-01,Tablet,182,,Unknown,"",Valid
T71156,"",2025-02-30,Tablet,-5,,Unknown,"",Valid
T71155,C3418,2025-02-30,Tablet,,-224.9119,Unknown,Pending,Missing Quantity
T71154,C3529,2025-02-30,Laptop,4,,Unknown,Complete,Valid
T71152,C1143,2025-02-30,Coffee Machine,1,-924.112,Negative Transaction,"",Valid
T71151,C596,2023-06-15,Tablet,2,144.3442,Normal Transaction,"",Valid
T71150,C4474,2023-13-01,Tablet,-3,,Unknown,"",Valid
T7115,C643,2023-13-01,Smartphone,297,-112.5816,Negative Transaction,Complete,Valid
T71149,C1542,2025-02-30,Laptop,1,,Unknown,"",Valid
T71148,C980,2025-02-30,Coffee Machine,7,,Unknown,Completed,Valid
T71147,C527,2023-13-01,Coffee Machine,903,,Unknown,Completed,Valid
T71146,C2671,2022-08-18,Coffee Machine,620,,Unknown,Completed,Valid
T71145,C4916,2023-10-14,Smartphone,-3,,Unknown,Completed,Valid
T71144,C4164,2023-13-01,Laptop,-7,,Unknown,Complete,Valid
T71143,C2265,2022-06-30,Laptop,2,-1742.7948,Negative Transaction,Failed,Valid
T71142,C2577,2021-01-06,Headphones,700,,Unknown,Completed,Valid
T71141,C2848,2025-02-30,Headphones,-10,-203.8537,Negative Transaction,Failed,Valid
T71140,C4681,2025-02-30,Smartphone,2,,Unknown,"",Valid
T7114,C3537,2025-02-30,Tablet,816,,Unknown,Completed,Valid
T71139,C4343,2023-13-01,Smartphone,-5,,Unknown,Pending,Valid
T71138,C1208,2023-13-01,Laptop,-1,-833.1688,Negative Transaction,Failed,Valid
T71137,C3560,2025-02-30,Laptop,167,568.441,Normal Transaction,Completed,Valid
T71136,C2525,2023-07-17,Headphones,530,-856.8895,Negative Transaction,Failed,Valid
T71135,C1767,2020-02-28,Coffee Machine,-6,714.4106,Negative Transaction,Failed,Valid
T71133,C3031,2025-02-30,Smartphone,-10,452.7055,Negative Transaction,Completed,Valid
T71132,C3243,2023-13-01,Coffee Machine,-8,,Unknown,Failed,Valid
T71131,C1963,2021-01-16,Headphones,799,-449.5905,Negative Transaction,Completed,Valid
T7113,C4417,2023-13-01,Headphones,427,-274.5135,Negative Transaction,Complete,Valid
T71129,C1877,2023-13-01,Smartphone,9,201.6906,Normal Transaction,"",Valid
T71128,C2882,2025-02-30,Tablet,8,-291.7341,Negative Transaction,Failed,Valid
T71127,C1964,2025-02-30,Tablet,-10,,Unknown,Failed,Valid
T71126,C4578,2020-11-30,Tablet,5,,Unknown,"",Valid
T71125,C4660,2023-13-01,Smartphone,770,97.8494,Normal Transaction,Complete,Valid
T71124,C3012,2025-02-30,Tablet,2,624.7045,Normal Transaction,Complete,Valid
T71123,C4680,2022-09-10,Coffee Machine,-1,-780.76,Negative Transaction,Failed,Valid
T71122,C957,2022-06-23,Smartphone,10,,Unknown,"",Valid
T71121,C1001,"",Smartphone,3,,Unknown,Completed,Valid
T71120,C3827,2023-13-01,Headphones,432,-221.4608,Negative Transaction,Completed,Valid
T7112,C3668,2025-02-30,Smartphone,345,,Unknown,Pending,Valid
T71118,C1865,2023-13-01,Headphones,-5,-702.489,Negative Transaction,Completed,Valid
T71117,C3701,2025-02-30,Coffee Machine,-4,-1138.4962,Negative Transaction,Failed,Valid
T71116,C4934,2023-13-01,Tablet,-8,973.2295,Negative Transaction,"",Valid
T71115,C4023,2025-02-30,Tablet,861,-405.056,Negative Transaction,Failed,Valid
T71114,C1359,2023-13-01,Tablet,1,,Unknown,Completed,Valid
T71113,"",2020-02-10,Laptop,8,668.09,Normal Transaction,Failed,Valid
T71112,C4910,2024-01-13,Tablet,-5,-110.346,Negative Transaction,Failed,Valid
T71111,C1010,2025-02-30,Headphones,1,,Unknown,Complete,Valid
T71110,C4268,2021-06-13,Tablet,-3,952.6934,Negative Transaction,Pending,Valid
T7111,C4812,2023-08-14,Tablet,331,226.9838,Normal Transaction,"",Valid
T71109,C3885,2023-13-01,Smartphone,-10,-365.3697,Negative Transaction,Completed,Valid
T71108,C071,2023-13-01,Coffee Machine,595,223.6639,Normal Transaction,"",Valid
T71107,C744,2023-13-01,Laptop,-10,-507.0634,Negative Transaction,Completed,Valid
T71106,C3969,2020-12-02,Smartphone,671,-468.3259,Negative Transaction,"",Valid
T71105,C2251,2023-03-29,Headphones,-7,,Unknown,Pending,Valid
T71103,C3879,2025-02-30,Headphones,5,-876.8626,Negative Transaction,Complete,Valid
T71102,C572,2024-07-16,Smartphone,148,183.1256,Normal Transaction,Completed,Valid
T71101,C858,2023-07-10,Coffee Machine,-5,,Unknown,"",Valid
T71100,C157,2023-13-01,Smartphone,7,339.4278,Normal Transaction,Complete,Valid
T7110,C3870,2023-13-01,Coffee Machine,-10,115.1348,Negative Transaction,Failed,Valid
T71099,C2852,2024-12-15,Smartphone,3,371.9998,Normal Transaction,"",Valid
T71098,C4797,2022-04-25,Tablet,-5,538.0792,Negative Transaction,"",Valid
T71097,C4901,2023-13-01,Coffee Machine,156,582.627,Normal Transaction,Completed,Valid
T71096,C3391,2025-02-30,Smartphone,-4,694.2372,Negative Transaction,Failed,Valid
T71095,C3736,2025-02-30,Coffee Machine,-7,-212.189,Negative Transaction,Failed,Valid
T71094,C924,2025-02-30,Smartphone,-7,,Unknown,Failed,Valid
T71093,C688,2021-08-04,Laptop,1,,Unknown,"",Valid
T71092,C227,2020-09-29,Tablet,,-505.85,Unknown,Pending,Missing Quantity
T71091,C4752,2023-13-01,Laptop,259,-902.8155,Negative Transaction,Pending,Valid
T71090,C4807,2021-05-09,Coffee Machine,287,,Unknown,Completed,Valid
T7109,C4491,2025-02-30,Laptop,9,-146.4715,Negative Transaction,Complete,Valid
T71089,C3075,2025-02-30,Tablet,-7,-98.8118,Negative Transaction,Completed,Valid
T71088,C4342,2023-13-01,Coffee Machine,-5,-863.5079,Negative Transaction,Pending,Valid
T71087,C2486,2020-05-05,Tablet,1,986.57,Normal Transaction,Completed,Valid
T71086,C4550,2023-13-01,Tablet,3,951.4132,Normal Transaction,Pending,Valid
T71085,C3250,2021-03-08,Laptop,-2,349.56,Negative Transaction,Completed,Valid
T71084,C114,2022-01-10,Coffee Machine,611,,Unknown,"",Valid
T71083,C330,2023-10-02,Smartphone,565,,Unknown,Complete,Valid
T71082,C1055,2025-02-30,Laptop,10,556.8523,Normal Transaction,Complete,Valid
T71081,"",2020-06-05,Smartphone,5,,Unknown,Pending,Valid
T71080,C1087,2023-13-01,Headphones,367,-123.6525,Negative Transaction,Completed,Valid
T7108,C1940,2025-02-30,Tablet,2,,Unknown,Pending,Valid
T71078,C2056,2021-08-13,Smartphone,2,852.5631,Normal Transaction,Failed,Valid
T71077,C4505,2023-13-01,Smartphone,942,136.8918,Normal Transaction,"",Valid
T71076,C1815,2022-08-12,Headphones,-2,,Unknown,Failed,Valid
T71075,C1518,2022-06-14,Tablet,530,-228.5233,Negative Transaction,Failed,Valid
T71074,C1657,2023-13-01,Laptop,717,-136.7931,Negative Transaction,Completed,Valid
T71073,C1900,2025-02-30,Tablet,4,-803.3904,Negative Transaction,Completed,Valid
T71072,C727,2025-02-30,Coffee Machine,2,-319.5068,Negative Transaction,Pending,Valid
T71071,C1146,2024-02-17,Headphones,-9,,Unknown,Completed,Valid
T71070,C3981,2023-13-01,Smartphone,-10,-478.5291,Negative Transaction,"",Valid
T7107,C3413,2023-13-01,Tablet,3,-571.6574,Negative Transaction,Failed,Valid
T71069,C1868,2021-06-19,Tablet,-2,674.4662,Negative Transaction,Completed,Valid
T71068,C2324,2023-13-01,Headphones,9,,Unknown,Complete,Valid
T71067,C2284,2022-06-13,Laptop,473,-615.53,Negative Transaction,"",Valid
T71066,C695,"",Laptop,1,,Unknown,Failed,Valid
T71065,C2514,2025-02-30,Smartphone,-6,763.7225,Negative Transaction,Complete,Valid
T71064,C1967,2024-05-11,Tablet,662,-763.4285,Negative Transaction,Pending,Valid
T71063,C4379,2025-02-30,Laptop,10,,Unknown,"",Valid
T71062,C3316,2025-02-30,Coffee Machine,697,,Unknown,Complete,Valid
T71061,C3116,2023-13-01,Coffee Machine,962,194.0828,Normal Transaction,Complete,Valid
T71060,C3134,2025-02-30,Laptop,-7,-741.4969,Negative Transaction,"",Valid
T7106,C1439,2023-13-01,Laptop,-4,326.4684,Negative Transaction,Failed,Valid
T71059,C4223,2024-01-10,Laptop,-5,,Unknown,Failed,Valid
T71058,C1479,2021-10-11,Smartphone,4,,Unknown,Failed,Valid
T71057,C4045,2025-01-03,Tablet,-1,-53.4909,Negative Transaction,Complete,Valid
T71056,C361,2025-02-30,Tablet,-7,-872.2803,Negative Transaction,"",Valid
T71055,C261,2021-06-20,Headphones,765,182.6,Normal Transaction,"",Valid
T71054,C1984,2022-04-13,Coffee Machine,127,-408.7387,Negative Transaction,Pending,Valid
T71053,C4418,2020-10-29,Tablet,418,-288.6222,Negative Transaction,Completed,Valid
T71052,C4213,2020-01-19,Coffee Machine,-2,601.7342,Negative Transaction,Completed,Valid
T71051,C313,2021-01-07,Tablet,1576,-1001.3808,Negative Transaction,Complete,Valid
T71050,C4417,2025-02-30,Laptop,860,-192.299,Negative Transaction,Complete,Valid
T7105,C1981,2025-02-30,Laptop,2,,Unknown,Completed,Valid
T71049,C4094,2023-13-01,Coffee Machine,9,-848.4811,Negative Transaction,"",Valid
T71048,C3792,2023-13-01,Coffee Machine,-9,-647.3815,Negative Transaction,Completed,Valid
T71047,C2466,2020-06-14,Smartphone,106,,Unknown,Completed,Valid
T71046,"",2022-07-05,Tablet,9,399.1645,Normal Transaction,Completed,Valid
T71045,C2231,2023-13-01,Laptop,305,,Unknown,Completed,Valid
T71044,C4810,2025-02-30,Headphones,104,157.19,Normal Transaction,Completed,Valid
T71043,C1149,2025-02-30,Headphones,-7,-128.4653,Negative Transaction,"",Valid
T71042,C4081,2025-02-30,Laptop,8,,Unknown,Completed,Valid
T71040,C4164,2021-02-20,Smartphone,6,,Unknown,Complete,Valid
T7104,C3569,2025-02-30,Coffee Machine,7,-251.5052,Negative Transaction,Completed,Valid
T71038,C4383,2023-13-01,Headphones,-3,,Unknown,Pending,Valid
T71037,C4283,2025-01-29,Laptop,-7,,Unknown,Completed,Valid
T71036,C3059,2025-02-30,Coffee Machine,-9,-968.9757,Negative Transaction,Complete,Valid
T71035,C060,2023-13-01,Smartphone,576,-844.6357,Negative Transaction,"",Valid
T71034,C2112,2021-09-01,Coffee Machine,464,417.5489,Normal Transaction,Completed,Valid
T71033,C543,2025-02-30,Laptop,555,,Unknown,Complete,Valid
T71032,C3521,2025-02-30,Headphones,168,-721.6681,Negative Transaction,Failed,Valid
T71031,C3489,2025-02-30,Laptop,3,505.762,Normal Transaction,Pending,Valid
T71030,"",2023-13-01,Tablet,6,637.7789,Normal Transaction,Failed,Valid
T7103,C3359,2025-02-30,Smartphone,4,,Unknown,Completed,Valid
T71029,C4217,2023-13-01,Headphones,10,-782.0036,Negative Transaction,"",Valid
T71028,C2838,2025-02-30,Coffee Machine,647,-772.58,Negative Transaction,Complete,Valid
T71027,C1133,"",Tablet,658,-540.2756,Negative Transaction,"",Valid
T71026,C130,2023-13-01,Smartphone,-9,-568.6577,Negative Transaction,Pending,Valid
T71025,C3877,2022-09-14,Coffee Machine,786,-546.1212,Negative Transaction,"",Valid
T71024,C3309,2025-02-30,Laptop,-4,-676.3522,Negative Transaction,"",Valid
T71023,C4853,2025-02-30,Coffee Machine,-1,-161.843,Negative Transaction,Completed,Valid
T71022,C4296,2023-13-01,Headphones,7,,Unknown,Failed,Valid
T71021,C2105,2025-02-30,Coffee Machine,-8,114.5475,Negative Transaction,Complete,Valid
T71020,"",2024-01-09,Headphones,700,709.5496,Normal Transaction,Pending,Valid
T71019,C4430,2025-02-30,Coffee Machine,690,415.5831,Normal Transaction,"",Valid
T71018,C360,2023-13-01,Headphones,175,-664.8815,Negative Transaction,Failed,Valid
T71017,"",2025-02-30,Coffee Machine,3,,Unknown,Completed,Valid
T71016,C4152,"",Headphones,-9,244.0876,Negative Transaction,"",Valid
T71015,C432,2025-02-30,Smartphone,304,-268.3113,Negative Transaction,Completed,Valid
T71014,C1354,2025-02-30,Headphones,584,,Unknown,Complete,Valid
T71013,C2883,2023-13-01,Headphones,464,63.9099,Normal Transaction,Completed,Valid
T71012,C110,2020-01-30,Tablet,-10,134.4619,Negative Transaction,Completed,Valid
T71011,C2759,2023-13-01,Tablet,2,,Unknown,Completed,Valid
T71010,C3159,2020-06-23,Smartphone,,-257.4065,Unknown,Pending,Missing Quantity
T7101,C4040,2025-02-30,Tablet,-3,-499.2375,Negative Transaction,Completed,Valid
T71009,C3861,2025-02-30,Laptop,-7,491.6473,Negative Transaction,"",Valid
T71008,C4937,2023-13-01,Headphones,-8,-643.6783,Negative Transaction,Pending,Valid
T71007,C3763,2024-10-14,Laptop,1,,Unknown,Completed,Valid
T71006,C2549,2025-02-30,Tablet,-4,-832.6287,Negative Transaction,Pending,Valid
T71005,C2107,2023-13-01,Tablet,,-631.94,Unknown,Pending,Missing Quantity
T71004,C3499,2022-12-28,Headphones,-8,,Unknown,Pending,Valid
T71003,C2031,"",Tablet,848,-588.9675,Negative Transaction,Failed,Valid
T71002,C802,2022-02-24,Tablet,-2,344.7051,Negative Transaction,Completed,Valid
T71000,C2648,2024-05-17,Headphones,933,,Unknown,Pending,Valid
T7100,C3211,2025-02-30,Laptop,1,947.6138,Normal Transaction,Completed,Valid
T70999,C468,2023-13-01,Tablet,9,615.0313,Normal Transaction,"",Valid
T70998,C419,2023-13-01,Smartphone,-10,-346.4319,Negative Transaction,Failed,Valid
T70997,C2478,2021-05-23,Headphones,9,212.107,Normal Transaction,Failed,Valid
T70996,C4443,2025-02-30,Laptop,9,987.7954,Normal Transaction,Pending,Valid
T70995,C2529,2021-01-02,Headphones,-8,508.5501,Negative Transaction,Completed,Valid
T70994,C584,2021-05-24,Headphones,5,-201.3024,Negative Transaction,Pending,Valid
T70993,C005,2021-07-03,Headphones,-5,-580.1459,Negative Transaction,Pending,Valid
T70992,C4936,2020-11-02,Smartphone,-7,345.8353,Negative Transaction,Completed,Valid
T70991,C3832,2023-13-01,Coffee Machine,-3,519.9704,Negative Transaction,Pending,Valid
T70990,C3426,2023-13-01,Coffee Machine,,-457.5201,Unknown,Pending,Missing Quantity
T7099,C298,2025-02-30,Smartphone,9,539.13,Normal Transaction,Completed,Valid
T70989,C3007,2020-12-19,Coffee Machine,7,-330.913,Negative Transaction,Complete,Valid
T70988,C4716,2022-08-03,Headphones,7,,Unknown,Failed,Valid
T70987,C557,"",Tablet,1,-601.5288,Negative Transaction,"",Valid
T70986,C1361,2023-09-26,Laptop,386,-153.3954,Negative Transaction,Failed,Valid
T70985,C3657,2023-09-14,Smartphone,451,-712.3417,Negative Transaction,Completed,Valid
T70984,"",2023-13-01,Laptop,-10,554.3342,Negative Transaction,"",Valid
T70983,C4779,2025-02-30,Coffee Machine,10,,Unknown,Completed,Valid
T70982,C863,2024-04-01,Laptop,5,-461.5799,Negative Transaction,Failed,Valid
T70981,C002,2025-02-30,Laptop,744,-77.7115,Negative Transaction,Pending,Valid
T70980,C2658,2023-13-01,Coffee Machine,1,,Unknown,Completed,Valid
T7098,C2630,"",Coffee Machine,1,969.02,Normal Transaction,Complete,Valid
T70979,C2283,2022-10-18,Laptop,373,810.3962,Normal Transaction,Completed,Valid
T70978,C3132,2020-03-19,Tablet,590,295.463,Normal Transaction,Complete,Valid
T70977,C909,2021-01-16,Smartphone,10,,Unknown,Complete,Valid
T70976,C3376,2023-13-01,Laptop,935,,Unknown,Completed,Valid
T70975,C4762,2023-13-01,Headphones,450,668.7414,Normal Transaction,"",Valid
T70974,C1211,2023-04-24,Laptop,8,175.2383,Normal Transaction,Pending,Valid
T70973,C4602,2025-02-30,Laptop,824,656.7205,Normal Transaction,Complete,Valid
T70972,C1332,2025-02-30,Laptop,-1,,Unknown,Completed,Valid
T70971,C1257,2025-02-30,Headphones,701,,Unknown,Complete,Valid
T70970,"","",Tablet,4,,Unknown,Failed,Valid
T7097,C860,2025-02-30,Tablet,10,,Unknown,Pending,Valid
T70969,C1048,2020-06-13,Coffee Machine,258,,Unknown,Completed,Valid
T70968,C170,2023-13-01,Tablet,830,,Unknown,Completed,Valid
T70967,C3555,2020-04-25,Laptop,8,,Unknown,Completed,Valid
T70966,C2613,2025-02-30,Laptop,-9,562.0047,Negative Transaction,Failed,Valid
T70965,C4983,2025-02-30,Headphones,544,,Unknown,Completed,Valid
T70964,C2317,2022-05-05,Coffee Machine,7,178.2995,Normal Transaction,Complete,Valid
T70963,C3711,2024-09-16,Coffee Machine,-1,,Unknown,Completed,Valid
T70962,C2579,2023-11-07,Coffee Machine,6,-370.1912,Negative Transaction,Completed,Valid
T70961,C2289,2023-13-01,Coffee Machine,448,,Unknown,Pending,Valid
T70960,C4312,2025-02-30,Tablet,-9,-936.9109,Negative Transaction,"",Valid
T7096,C3312,2025-02-30,Laptop,9,600.2226,Normal Transaction,Completed,Valid
T70959,C1181,"",Tablet,934,-539.9,Negative Transaction,Failed,Valid
T70958,C4368,2023-13-01,Smartphone,4,,Unknown,Completed,Valid
T70957,C2431,2023-13-01,Headphones,-7,59.1021,Negative Transaction,Pending,Valid
T70956,C1761,2024-03-20,Headphones,-5,-525.6768,Negative Transaction,Completed,Valid
T70955,C2795,2023-13-01,Smartphone,-3,-179.4195,Negative Transaction,Completed,Valid
T70954,C160,2023-13-01,Laptop,347,453.46,Normal Transaction,"",Valid
T70953,C1618,2021-04-24,Coffee Machine,728,-50.22,Negative Transaction,Completed,Valid
T70952,C4817,2025-02-30,Coffee Machine,9,438.7382,Normal Transaction,Completed,Valid
T70951,C1500,2025-02-30,Headphones,595,,Unknown,"",Valid
T70950,C3183,2025-02-30,Coffee Machine,-4,511.6554,Negative Transaction,Completed,Valid
T7095,C4232,2025-02-30,Tablet,-3,-669.711,Negative Transaction,Complete,Valid
T70949,C1739,2023-13-01,Coffee Machine,,501.8721,Unknown,Pending,Missing Quantity
T70948,C2521,2025-02-30,Laptop,701,,Unknown,Failed,Valid
T70947,C1283,2023-13-01,Tablet,491,-197.4352,Negative Transaction,Completed,Valid
T70946,C1538,2025-02-30,Tablet,-5,,Unknown,Failed,Valid
T70945,C2542,2023-13-01,Smartphone,6,,Unknown,Complete,Valid
T70944,C4306,2023-03-03,Tablet,-3,280.8952,Negative Transaction,Complete,Valid
T70943,C2191,2022-08-10,Laptop,-7,317.2063,Negative Transaction,Completed,Valid
T70942,C1317,2022-03-26,Laptop,2,-708.5186,Negative Transaction,Completed,Valid
T70941,C911,2025-02-30,Smartphone,-7,387.4657,Negative Transaction,Completed,Valid
T70940,C3716,2023-13-01,Smartphone,-3,-442.39,Negative Transaction,"",Valid
T7094,C3163,2025-02-30,Laptop,-10,,Unknown,Completed,Valid
T70939,C2183,2023-11-11,Coffee Machine,890,81.8791,Normal Transaction,Failed,Valid
T70938,C348,2020-09-21,Coffee Machine,195,360.2195,Normal Transaction,Complete,Valid
T70937,C451,2025-02-30,Headphones,982,,Unknown,Completed,Valid
T70936,C4731,2023-13-01,Laptop,550,247.6388,Normal Transaction,Pending,Valid
T70935,C4922,2023-13-01,Coffee Machine,1,-172.4774,Negative Transaction,Failed,Valid
T70934,C2998,"",Headphones,2,841.1373,Normal Transaction,Completed,Valid
T70933,C3210,2023-13-01,Tablet,5,,Unknown,Completed,Valid
T70932,C108,2025-02-30,Coffee Machine,-2,-218.8027,Negative Transaction,Complete,Valid
T70931,C2838,2023-13-01,Coffee Machine,6,,Unknown,Complete,Valid
T70930,"",2025-02-30,Headphones,2,-648.4105,Negative Transaction,"",Valid
